CODE,SALE,LOCATION,ADDRESS,LATITUDE,LONGITUDE,BRAND,DISTRICT,DATE
1074,30387.91,FC BORALESGAMUWA,"BORALESGAMUWA, Cargills Food City, Sri Lanka",6.8404081,79.9008379,Cargills,Colombo,05-03-2025
1075,5015.17,FC PANADURA,"PANADURA, Cargills Food City, Sri Lanka",6.7196794,79.9077578,Cargills,Kalutara,05-03-2025
1140,9111.09,FC HORANA,"HORANA, Cargills Food City, Sri Lanka",6.7229806,80.0646682,Cargills,Kalutara,05-03-2025
1147,23914.54,FC MINUWANGODA,"MINUWANGODA, Cargills Food City, Sri Lanka",7.1663889,79.9467343,Cargills,Gampaha,05-03-2025
1149,20465.86,FC KALUTARA,"KALUTARA, Cargills Food City, Sri Lanka",6.5853948,79.96074,Cargills,Kalutara,05-03-2025
1166,4657.21,FC KATUKURUNDA,"KATUKURUNDA, Cargills Food City, Sri Lanka",6.549971,79.9836108,Cargills,Kalutara,05-03-2025
1180,39136.95,FC RATMALANA,"RATMALANA, Cargills Food City, Sri Lanka",6.8195453,79.8800832,Cargills,Colombo,05-03-2025
1182,55416.0,FC PANADURA 2,"PANADURA , Cargills Food City, Sri Lanka",6.7196794,79.9077578,Cargills,Kalutara,05-03-2025
1184,51364.97,FC RAGAMA,"RAGAMA, Cargills Food City, Sri Lanka",7.0280037,79.923,Cargills,Gampaha,05-03-2025
1191,14351.57,FC PEPILIYANA,"PEPILIYANA, Cargills Food City, Sri Lanka",6.8562846,79.8890356,Cargills,Colombo,05-03-2025
1280,19934.44,FC KALUTARA NORTH,"KALUTARA NORTH, Cargills Food City, Sri Lanka",6.5853948,79.96074,Cargills,Kalutara,05-03-2025
1293,10810.15,FC KESBEWA,"KESBEWA, Cargills Food City, Sri Lanka",6.7786701,79.9472502,Cargills,Colombo,05-03-2025
1312,23443.01,EX PANADURA,"PANADURA, Cargills Food City, Sri Lanka",6.7196794,79.9077578,Cargills,Kalutara,05-03-2025
1325,15965.97,EX KIRINDIWELA,"KIRINDIWELA, Cargills Food City, Sri Lanka",7.0403062,80.1317396,Cargills,Gampaha,05-03-2025
1330,50824.08,EX MORATUMULLA,"MORATUMULLA, Cargills Food City, Sri Lanka",6.7862384,79.8926197,Cargills,Colombo,05-03-2025
1333,30613.79,EX MORATUWELLA,"MORATUWELLA, Cargills Food City, Sri Lanka",6.7866384,79.8928197,Cargills,Colombo,05-03-2025
1345,21259.13,EX BALAPITIYA,"BALAPITIYA, Cargills Food City, Sri Lanka",6.2783546,80.0403047,Cargills,Galle,05-03-2025
1356,21790.56,EX DIVULAPITIYA,"DIVULAPITIYA, Cargills Food City, Sri Lanka",7.2237702,80.0182953,Cargills,Gampaha,05-03-2025
1367,28044.61,EX NALLURUWA,"NALLURUWA, Cargills Food City, Sri Lanka",6.6949013,79.9178709,Cargills,Kalutara,05-03-2025
1369,20059.5,EX PIRIVENA JUNCTION,"PIRIVENA JUNCTION, Cargills Food City, Sri Lanka",6.8420691,79.9084475,Cargills,Colombo,05-03-2025
1373,19200.13,EX ALUBOMULLA,"ALUBOMULLA, Cargills Food City, Sri Lanka",6.7113091,79.9458514,Cargills,Kalutara,05-03-2025
1388,34552.12,EX KALUTARA CENTRAL,"KALUTARA CENTRAL, Cargills Food City, Sri Lanka",6.5853948,79.96074,Cargills,Kalutara,05-03-2025
1390,21270.32,EX PUWAKPITIYA,"PUWAKPITIYA, Cargills Food City, Sri Lanka",7.5686,80.62758,Cargills,Matale,05-03-2025
1398,40285.65,EX MARADAGAHAMULLA,"MARADAGAHAMULLA, Cargills Food City, Sri Lanka",7.2289814,79.9906015,Cargills,Gampaha,05-03-2025
1405,8737.28,FC WADDUWA,"WADDUWA, Cargills Food City, Sri Lanka",6.6362823,79.9528451,Cargills,Kalutara,05-03-2025
1454,35185.88,FC MORATUWA OLD RD,"MORATUWA OLD RD, Cargills Food City, Sri Lanka",6.7880706,79.8912813,Cargills,Colombo,05-03-2025
1456,50370.94,FC RATMALANA 2,"RATMALANA , Cargills Food City, Sri Lanka",6.8195453,79.8800832,Cargills,Colombo,05-03-2025
1463,6058.63,FC HANWELLA,"HANWELLA, Cargills Food City, Sri Lanka",6.9078637,80.0775493,Cargills,Colombo,05-03-2025
1468,12774.87,FC EKALA,"EKALA, Cargills Food City, Sri Lanka",7.1022913,79.9094751,Cargills,Gampaha,05-03-2025
1476,6680.83,FC HORANA 2,"HORANA , Cargills Food City, Sri Lanka",6.7229806,80.0646682,Cargills,Kalutara,05-03-2025
1478,32532.75,FC KESELWATTE,"KESELWATTE, Cargills Food City, Sri Lanka",6.7493623,79.9031776,Cargills,Kalutara,05-03-2025
1553,25051.16,FC SEEDUWA 2,"SEEDUWA , Cargills Food City, Sri Lanka",7.1433258,79.8737728,Cargills,Gampaha,05-03-2025
1565,46152.39,FC MORATUMULLA,"MORATUMULLA, Cargills Food City, Sri Lanka",6.7869384,79.8948197,Cargills,Colombo,05-03-2025
1566,18957.11,FC WADDUWA 2,"WADDUWA , Cargills Food City, Sri Lanka",6.6362823,79.9528451,Cargills,Kalutara,05-03-2025
1570,6854.15,FC BORUPANA,"BORUPANA, Cargills Food City, Sri Lanka",6.8139074,79.8947804,Cargills,Colombo,05-03-2025
1587,6854.15,FC PALLIMULLA,"PALLIMULLA, Cargills Food City, Sri Lanka",6.7414417,79.9031776,Cargills,Kalutara,05-03-2025
1595,30070.17,FC BANDARAGAMA 2,"BANDARAGAMA , Cargills Food City, Sri Lanka",6.7126923,79.9865155,Cargills,Kalutara,05-03-2025
1615,32507.4,FC MINUWANGODA 02,"MINUWANGODA , Cargills Food City, Sri Lanka",7.1663889,79.9467343,Cargills,Gampaha,05-03-2025
1617,35122.02,FC KATUKURUNDA 02,"KATUKURUNDA , Cargills Food City, Sri Lanka",6.549971,79.9836108,Cargills,Kalutara,05-03-2025
1656,6752.06,FC PEPILIYANA 02,"PEPILIYANA , Cargills Food City, Sri Lanka",6.8562846,79.8890356,Cargills,Colombo,05-03-2025
1662,19176.61,FC KIRIDIWELA,"KIRIDIWELA, Cargills Food City, Sri Lanka",7.0411825,80.1289324,Cargills,Gampaha,05-03-2025
1685,38279.16,FC AKUREGODA,"AKUREGODA, Cargills Food City, Sri Lanka",6.8937244,79.9486489,Cargills,Colombo,05-03-2025
1716,4811.28,EX DELPE JUNCTION,"DELPE JUNCTION, Cargills Food City, Sri Lanka",7.0208119,79.9325396,Cargills,Gampaha,05-03-2025
1719,33323.01,EX DALUPOTHA,"DALUPOTHA, Cargills Food City, Sri Lanka",7.2299603,79.8548823,Cargills,Gampaha,05-03-2025
1732,3926.0,EX WARAGODA,"WARAGODA, Cargills Food City, Sri Lanka",6.9610588,79.9087754,Cargills,Gampaha,05-03-2025
1733,30289.23,EX RATMALANA STATION ROAD,"RATMALANA STATION ROAD, Cargills Food City, Sri Lanka",6.8195453,79.8800832,Cargills,Colombo,05-03-2025
1734,11469.6,EX HUNUPITIYA,"HUNUPITIYA, Cargills Food City, Sri Lanka",6.9863638,79.9074482,Cargills,Gampaha,05-03-2025
1737,5625.06,EX KELANIYA,"KELANIYA, Cargills Food City, Sri Lanka",6.9517846,79.9132991,Cargills,Gampaha,05-03-2025
1742,16280.88,EX ELAPITIWALA,"ELAPITIWALA, Cargills Food City, Sri Lanka",7.0187475,79.9108744,Cargills,Gampaha,05-03-2025
1748,5996.19,EX KOTUGODA,"KOTUGODA, Cargills Food City, Sri Lanka",7.123191,79.9241673,Cargills,Gampaha,05-03-2025
1753,4283.4,EX PADUKKA,"PADUKKA, Cargills Food City, Sri Lanka",6.8434889,80.0908396,Cargills,Colombo,05-03-2025
1754,14754.43,EX NAIWALA,"NAIWALA, Cargills Food City, Sri Lanka",7.1586135,80.028624,Cargills,Gampaha,05-03-2025
1758,1492.75,EX INGIRIYA,"INGIRIYA, Cargills Food City, Sri Lanka",6.7403769,80.1624543,Cargills,Kalutara,05-03-2025
1764,16566.78,EX KOSGAMA,"KOSGAMA, Cargills Food City, Sri Lanka",6.9397165,80.1369268,Cargills,Colombo,05-03-2025
1769,11101.72,EX MORAGAHAHENA,"MORAGAHAHENA, Cargills Food City, Sri Lanka",6.784184,80.0541909,Cargills,Kalutara,05-03-2025
1789,7167.37,EX GIRIDARA,"GIRIDARA, Cargills Food City, Sri Lanka",6.9523994,80.0939978,Cargills,Gampaha,05-03-2025
1798,25580.04,EX UGGALBODA,"UGGALBODA, Cargills Food City, Sri Lanka",7.1324802,79.9542438,Cargills,Gampaha,05-03-2025
1805,8451.12,FC MEEPE,"MEEPE, Cargills Food City, Sri Lanka",6.8557161,80.0926014,Cargills,Colombo,05-03-2025
1811,13538.38,EX KASAGAHAWATTA,"KASAGAHAWATTA, Cargills Food City, Sri Lanka",7.1210003,79.9150724,Cargills,Gampaha,05-03-2025
1814,18176.33,EX KOSGODA,"KOSGODA, Cargills Food City, Sri Lanka",6.3354424,80.0339312,Cargills,Galle,05-03-2025
1815,7852.0,EX BELLAPITIYA,"BELLAPITIYA, Cargills Food City, Sri Lanka",6.6941127,80.0730491,Cargills,Kalutara,05-03-2025
1835,2226.94,EX PAYAGALA,"PAYAGALA, Cargills Food City, Sri Lanka",6.5186103,79.9947956,Cargills,Kalutara,05-03-2025
1870,6607.62,EX RATHMALANA (IOC),"RATHMALANA (IOC), Cargills Food City, Sri Lanka",6.8195453,79.8800832,Cargills,Colombo,05-03-2025
1895,10609.23,EX EGALOYA,"EGALOYA, Cargills Food City, Sri Lanka",6.679771,80.1628703,Cargills,Kalutara,05-03-2025
1898,6786.32,EX DUNAGAHA,"DUNAGAHA, Cargills Food City, Sri Lanka",7.2220533,79.9780178,Cargills,Gampaha,05-03-2025
1904,31392.99,FC RAGAMA 2,"RAGAMA , Cargills Food City, Sri Lanka",7.0280037,79.923,Cargills,Gampaha,05-03-2025
1906,18730.71,FC RAWATHAWATTA,"RAWATHAWATTA, Cargills Food City, Sri Lanka",6.7918869,79.8842826,Cargills,Colombo,05-03-2025
